sender_pseudo,msgs,anomalies,non_anom,trust_raw,trust_blend
105315,3250,0,3250,0.9996924969249692,0.8172141732591708
103275,3286,0,3286,0.9996958637469586,0.8183298277889831
106875,3342,0,3342,0.999700956937799,0.8200411878920975
101413,3362,0,3362,0.9997027348394768,0.8206454359120636
103995,3407,0,3407,0.9997066588442358,0.8219919348881981
104295,3437,0,3437,0.9997092177958709,0.8228797416973891
106515,3603,0,3603,0.9997226074895977,0.8276561612666166
101954,3643,0,3643,0.9997256515775035,0.8287741419607343
104775,3730,0,3730,0.9997320471596999,0.8311638935100687
105135,3879,0,3879,0.999742334449884,0.8351298947944021
105435,3901,0,3901,0.9997437868306431,0.8357025188854991
106575,4045,0,4045,0.9997529033852236,0.8393725919985748
103335,4046,0,4046,0.9997529644268774,0.8393976185253653
104655,4141,0,4141,0.9997586290127927,0.8417473296760131
102074,4155,0,4155,0.9997594419052201,0.8420890323955038
104175,4171,0,4171,0.9997603642463455,0.8424781410029369
104895,4285,0,4285,0.999766736645673,0.8452080265886557
101774,4372,0,4372,0.9997713763145862,0.8472428744537638
104475,4777,0,4777,0.9997907512031806,0.8562110144179005
103155,4886,0,4886,0.9997954173486089,0.8584947296425203
105075,4974,0,4974,0.9997990353697749,0.8603015561320932
104535,5281,0,5281,0.9998107136096914,0.8663635183363084
101113,5652,0,5652,0.9998231340643792,0.8732350403075009
105555,6316,0,6316,0.9998417220639443,0.8844760694156204
104715,6706,0,6706,0.9998509242695289,0.8905391867236255
103515,6994,0,6994,0.9998570611778159,0.8947941501122527
102135,7504,0,7504,0.9998667732480682,0.9019158063630743
101233,7951,0,7951,0.9998742612850496,0.9077701381946667
107291,8115,0,8115,0.9998768017740545,0.9098357844762087
10752,13873,0,13873,0.999927927927928,0.964079374819249
102615,19722,0,19722,0.9999493003447577,0.9996575910830842
105255,19779,0,19779,0.9999494464385016,0.9999494464385016
